Sexo,Municipios,Edad (año a año),Periodo,Total
Total,44210 Sarrión,19 años,2017,11
Total,44210 Sarrión,20 años,2017,12
Total,44210 Sarrión,21 años,2017,12
Total,44210 Sarrión,22 años,2017,13
Total,44210 Sarrión,23 años,2017,9
Total,44210 Sarrión,24 años,2017,13
Total,44210 Sarrión,25 años,2017,9
Total,44210 Sarrión,26 años,2017,13
Total,44210 Sarrión,27 años,2017,14
Total,44210 Sarrión,28 años,2017,17
Total,44210 Sarrión,29 años,2017,14
Total,44210 Sarrión,30 años,2017,23
Total,44210 Sarrión,31 años,2017,19
Total,44210 Sarrión,32 años,2017,13
Total,44210 Sarrión,33 años,2017,12
Total,44210 Sarrión,34 años,2017,24
Total,44210 Sarrión,35 años,2017,25
Total,44210 Sarrión,36 años,2017,22
Total,44210 Sarrión,37 años,2017,17
Total,44210 Sarrión,38 años,2017,14
Total,44210 Sarrión,39 años,2017,15
Total,44210 Sarrión,40 años,2017,24
Total,44211 Segura de los Baños,19 años,2017,0
Total,44211 Segura de los Baños,20 años,2017,0
Total,44211 Segura de los Baños,21 años,2017,0
Total,44211 Segura de los Baños,22 años,2017,0
Total,44211 Segura de los Baños,23 años,2017,0
Total,44211 Segura de los Baños,24 años,2017,0
Total,44211 Segura de los Baños,25 años,2017,0
Total,44211 Segura de los Baños,26 años,2017,0
Total,44211 Segura de los Baños,27 años,2017,0
Total,44211 Segura de los Baños,28 años,2017,0
Total,44211 Segura de los Baños,29 años,2017,0
Total,44211 Segura de los Baños,30 años,2017,1
Total,44211 Segura de los Baños,31 años,2017,0
Total,44211 Segura de los Baños,32 años,2017,0
Total,44211 Segura de los Baños,33 años,2017,0
Total,44211 Segura de los Baños,34 años,2017,1
Total,44211 Segura de los Baños,35 años,2017,0
Total,44211 Segura de los Baños,36 años,2017,0
Total,44211 Segura de los Baños,37 años,2017,0
Total,44211 Segura de los Baños,38 años,2017,0
Total,44211 Segura de los Baños,39 años,2017,0
Total,44211 Segura de los Baños,40 años,2017,1
Total,44212 Seno,19 años,2017,1
Total,44212 Seno,20 años,2017,0
Total,44212 Seno,21 años,2017,0
Total,44212 Seno,22 años,2017,0
Total,44212 Seno,23 años,2017,0
Total,44212 Seno,24 años,2017,0
Total,44212 Seno,25 años,2017,0
Total,44212 Seno,26 años,2017,0
Total,44212 Seno,27 años,2017,0
Total,44212 Seno,28 años,2017,1
Total,44212 Seno,29 años,2017,0
Total,44212 Seno,30 años,2017,0
Total,44212 Seno,31 años,2017,0
Total,44212 Seno,32 años,2017,1
Total,44212 Seno,33 años,2017,0
Total,44212 Seno,34 años,2017,0
Total,44212 Seno,35 años,2017,0
Total,44212 Seno,36 años,2017,1
Total,44212 Seno,37 años,2017,0
Total,44212 Seno,38 años,2017,0
Total,44212 Seno,39 años,2017,2
Total,44212 Seno,40 años,2017,1
Total,44213 Singra,19 años,2017,3
Total,44213 Singra,20 años,2017,1
Total,44213 Singra,21 años,2017,2
Total,44213 Singra,22 años,2017,1
Total,44213 Singra,23 años,2017,0
Total,44213 Singra,24 años,2017,1
Total,44213 Singra,25 años,2017,0
Total,44213 Singra,26 años,2017,1
Total,44213 Singra,27 años,2017,2
Total,44213 Singra,28 años,2017,0
Total,44213 Singra,29 años,2017,0
Total,44213 Singra,30 años,2017,0
Total,44213 Singra,31 años,2017,0
Total,44213 Singra,32 años,2017,0
Total,44213 Singra,33 años,2017,3
Total,44213 Singra,34 años,2017,0
Total,44213 Singra,35 años,2017,0
Total,44213 Singra,36 años,2017,0
Total,44213 Singra,37 años,2017,0
Total,44213 Singra,38 años,2017,1
Total,44213 Singra,39 años,2017,0
Total,44213 Singra,40 años,2017,1
Total,44215 Terriente,19 años,2017,3
Total,44215 Terriente,20 años,2017,1
Total,44215 Terriente,21 años,2017,1
Total,44215 Terriente,22 años,2017,4
Total,44215 Terriente,23 años,2017,2
Total,44215 Terriente,24 años,2017,0
Total,44215 Terriente,25 años,2017,3
Total,44215 Terriente,26 años,2017,2
Total,44215 Terriente,27 años,2017,3
Total,44215 Terriente,28 años,2017,2
Total,44215 Terriente,29 años,2017,2
Total,44215 Terriente,30 años,2017,1
Total,44215 Terriente,31 años,2017,0
Total,44215 Terriente,32 años,2017,1
Total,44215 Terriente,33 años,2017,2
Total,44215 Terriente,34 años,2017,0
Total,44215 Terriente,35 años,2017,3
Total,44215 Terriente,36 años,2017,1
Total,44215 Terriente,37 años,2017,0
Total,44215 Terriente,38 años,2017,5
Total,44215 Terriente,39 años,2017,5
Total,44215 Terriente,40 años,2017,3
Total,44216 Teruel,19 años,2017,357
Total,44216 Teruel,20 años,2017,378
Total,44216 Teruel,21 años,2017,404
Total,44216 Teruel,22 años,2017,379
Total,44216 Teruel,23 años,2017,374
Total,44216 Teruel,24 años,2017,398
Total,44216 Teruel,25 años,2017,367
Total,44216 Teruel,26 años,2017,371
Total,44216 Teruel,27 años,2017,340
Total,44216 Teruel,28 años,2017,381
Total,44216 Teruel,29 años,2017,392
Total,44216 Teruel,30 años,2017,421
Total,44216 Teruel,31 años,2017,414
Total,44216 Teruel,32 años,2017,444
Total,44216 Teruel,33 años,2017,429
Total,44216 Teruel,34 años,2017,467
Total,44216 Teruel,35 años,2017,473
Total,44216 Teruel,36 años,2017,509
Total,44216 Teruel,37 años,2017,531
Total,44216 Teruel,38 años,2017,487
Total,44216 Teruel,39 años,2017,592
Total,44216 Teruel,40 años,2017,560
Total,44217 Toril y Masegoso,19 años,2017,0
Total,44217 Toril y Masegoso,20 años,2017,0
Total,44217 Toril y Masegoso,21 años,2017,0
Total,44217 Toril y Masegoso,22 años,2017,1
Total,44217 Toril y Masegoso,23 años,2017,0
Total,44217 Toril y Masegoso,24 años,2017,0
Total,44217 Toril y Masegoso,25 años,2017,0
Total,44217 Toril y Masegoso,26 años,2017,0
Total,44217 Toril y Masegoso,27 años,2017,0
Total,44217 Toril y Masegoso,28 años,2017,1
Total,44217 Toril y Masegoso,29 años,2017,0
Total,44217 Toril y Masegoso,30 años,2017,0
Total,44217 Toril y Masegoso,31 años,2017,0
Total,44217 Toril y Masegoso,32 años,2017,0
Total,44217 Toril y Masegoso,33 años,2017,0
Total,44217 Toril y Masegoso,34 años,2017,0
Total,44217 Toril y Masegoso,35 años,2017,0
Total,44217 Toril y Masegoso,36 años,2017,0
Total,44217 Toril y Masegoso,37 años,2017,0
Total,44217 Toril y Masegoso,38 años,2017,0
Total,44217 Toril y Masegoso,39 años,2017,0
Total,44217 Toril y Masegoso,40 años,2017,0
Total,44218 Tormón,19 años,2017,0
Total,44218 Tormón,20 años,2017,0
Total,44218 Tormón,21 años,2017,0
Total,44218 Tormón,22 años,2017,0
Total,44218 Tormón,23 años,2017,0
Total,44218 Tormón,24 años,2017,0
Total,44218 Tormón,25 años,2017,0
Total,44218 Tormón,26 años,2017,0
Total,44218 Tormón,27 años,2017,0
Total,44218 Tormón,28 años,2017,0
Total,44218 Tormón,29 años,2017,0
Total,44218 Tormón,30 años,2017,0
Total,44218 Tormón,31 años,2017,0
Total,44218 Tormón,32 años,2017,0
Total,44218 Tormón,33 años,2017,0
Total,44218 Tormón,34 años,2017,2
Total,44218 Tormón,35 años,2017,0
Total,44218 Tormón,36 años,2017,0
Total,44218 Tormón,37 años,2017,2
Total,44218 Tormón,38 años,2017,0
Total,44218 Tormón,39 años,2017,1
Total,44218 Tormón,40 años,2017,0
Total,44219 Tornos,19 años,2017,1
Total,44219 Tornos,20 años,2017,0
Total,44219 Tornos,21 años,2017,1
Total,44219 Tornos,22 años,2017,2
Total,44219 Tornos,23 años,2017,1
Total,44219 Tornos,24 años,2017,2
Total,44219 Tornos,25 años,2017,3
Total,44219 Tornos,26 años,2017,0
Total,44219 Tornos,27 años,2017,0
Total,44219 Tornos,28 años,2017,2
Total,44219 Tornos,29 años,2017,2
Total,44219 Tornos,30 años,2017,0
Total,44219 Tornos,31 años,2017,0
Total,44219 Tornos,32 años,2017,1
Total,44219 Tornos,33 años,2017,3
Total,44219 Tornos,34 años,2017,1
Total,44219 Tornos,35 años,2017,0
Total,44219 Tornos,36 años,2017,2
Total,44219 Tornos,37 años,2017,3
Total,44219 Tornos,38 años,2017,3
Total,44219 Tornos,39 años,2017,1
Total,44219 Tornos,40 años,2017,2
Total,44220 Torralba de los Sisones,19 años,2017,7
Total,44220 Torralba de los Sisones,20 años,2017,1
Total,44220 Torralba de los Sisones,21 años,2017,2
Total,44220 Torralba de los Sisones,22 años,2017,3
Total,44220 Torralba de los Sisones,23 años,2017,0
Total,44220 Torralba de los Sisones,24 años,2017,0
Total,44220 Torralba de los Sisones,25 años,2017,0
Total,44220 Torralba de los Sisones,26 años,2017,1
Total,44220 Torralba de los Sisones,27 años,2017,0
Total,44220 Torralba de los Sisones,28 años,2017,1
Total,44220 Torralba de los Sisones,29 años,2017,1
Total,44220 Torralba de los Sisones,30 años,2017,1
Total,44220 Torralba de los Sisones,31 años,2017,0
Total,44220 Torralba de los Sisones,32 años,2017,1
Total,44220 Torralba de los Sisones,33 años,2017,0
Total,44220 Torralba de los Sisones,34 años,2017,0
Total,44220 Torralba de los Sisones,35 años,2017,2
Total,44220 Torralba de los Sisones,36 años,2017,2
Total,44220 Torralba de los Sisones,37 años,2017,1
Total,44220 Torralba de los Sisones,38 años,2017,3
Total,44220 Torralba de los Sisones,39 años,2017,0
Total,44220 Torralba de los Sisones,40 años,2017,4
Total,44223 Torre de Arcas,19 años,2017,1
Total,44223 Torre de Arcas,20 años,2017,2
Total,44223 Torre de Arcas,21 años,2017,2
Total,44223 Torre de Arcas,22 años,2017,0
Total,44223 Torre de Arcas,23 años,2017,1
Total,44223 Torre de Arcas,24 años,2017,0
Total,44223 Torre de Arcas,25 años,2017,0
Total,44223 Torre de Arcas,26 años,2017,0
Total,44223 Torre de Arcas,27 años,2017,0
Total,44223 Torre de Arcas,28 años,2017,2
Total,44223 Torre de Arcas,29 años,2017,0
Total,44223 Torre de Arcas,30 años,2017,0
Total,44223 Torre de Arcas,31 años,2017,0
Total,44223 Torre de Arcas,32 años,2017,1
Total,44223 Torre de Arcas,33 años,2017,1
Total,44223 Torre de Arcas,34 años,2017,1
Total,44223 Torre de Arcas,35 años,2017,1
Total,44223 Torre de Arcas,36 años,2017,1
Total,44223 Torre de Arcas,37 años,2017,1
Total,44223 Torre de Arcas,38 años,2017,2
Total,44223 Torre de Arcas,39 años,2017,0
Total,44223 Torre de Arcas,40 años,2017,0
Total,44224 Torre de las Arcas,19 años,2017,2
Total,44224 Torre de las Arcas,20 años,2017,0
Total,44224 Torre de las Arcas,21 años,2017,1
Total,44224 Torre de las Arcas,22 años,2017,0
Total,44224 Torre de las Arcas,23 años,2017,0
Total,44224 Torre de las Arcas,24 años,2017,0
Total,44224 Torre de las Arcas,25 años,2017,0
Total,44224 Torre de las Arcas,26 años,2017,0
Total,44224 Torre de las Arcas,27 años,2017,0
Total,44224 Torre de las Arcas,28 años,2017,0
Total,44224 Torre de las Arcas,29 años,2017,0
Total,44224 Torre de las Arcas,30 años,2017,0
Total,44224 Torre de las Arcas,31 años,2017,0
Total,44224 Torre de las Arcas,32 años,2017,0
Total,44224 Torre de las Arcas,33 años,2017,0
Total,44224 Torre de las Arcas,34 años,2017,0
Total,44224 Torre de las Arcas,35 años,2017,0
Total,44224 Torre de las Arcas,36 años,2017,0
Total,44224 Torre de las Arcas,37 años,2017,0
Total,44224 Torre de las Arcas,38 años,2017,0
Total,44224 Torre de las Arcas,39 años,2017,1
Total,44224 Torre de las Arcas,40 años,2017,1
Total,44225 Torre del Compte,19 años,2017,0
Total,44225 Torre del Compte,20 años,2017,1
Total,44225 Torre del Compte,21 años,2017,1
Total,44225 Torre del Compte,22 años,2017,1
Total,44225 Torre del Compte,23 años,2017,1
Total,44225 Torre del Compte,24 años,2017,2
Total,44225 Torre del Compte,25 años,2017,0
Total,44225 Torre del Compte,26 años,2017,5
Total,44225 Torre del Compte,27 años,2017,3
Total,44225 Torre del Compte,28 años,2017,1
Total,44225 Torre del Compte,29 años,2017,0
Total,44225 Torre del Compte,30 años,2017,0
Total,44225 Torre del Compte,31 años,2017,2
Total,44225 Torre del Compte,32 años,2017,0
Total,44225 Torre del Compte,33 años,2017,3
Total,44225 Torre del Compte,34 años,2017,2
Total,44225 Torre del Compte,35 años,2017,0
Total,44225 Torre del Compte,36 años,2017,1
Total,44225 Torre del Compte,37 años,2017,1
Total,44225 Torre del Compte,38 años,2017,1
Total,44225 Torre del Compte,39 años,2017,0
Total,44225 Torre del Compte,40 años,2017,3
Total,44227 Torre los Negros,19 años,2017,2
Total,44227 Torre los Negros,20 años,2017,0
Total,44227 Torre los Negros,21 años,2017,0
Total,44227 Torre los Negros,22 años,2017,2
Total,44227 Torre los Negros,23 años,2017,1
Total,44227 Torre los Negros,24 años,2017,1
Total,44227 Torre los Negros,25 años,2017,0
Total,44227 Torre los Negros,26 años,2017,0
Total,44227 Torre los Negros,27 años,2017,0
Total,44227 Torre los Negros,28 años,2017,1
Total,44227 Torre los Negros,29 años,2017,0
Total,44227 Torre los Negros,30 años,2017,0
Total,44227 Torre los Negros,31 años,2017,1
Total,44227 Torre los Negros,32 años,2017,0
Total,44227 Torre los Negros,33 años,2017,0
Total,44227 Torre los Negros,34 años,2017,1
Total,44227 Torre los Negros,35 años,2017,0
Total,44227 Torre los Negros,36 años,2017,0
Total,44227 Torre los Negros,37 años,2017,1
Total,44227 Torre los Negros,38 años,2017,0
Total,44227 Torre los Negros,39 años,2017,1
Total,44227 Torre los Negros,40 años,2017,0
Total,44221 Torrecilla de Alcañiz,19 años,2017,1
Total,44221 Torrecilla de Alcañiz,20 años,2017,5
Total,44221 Torrecilla de Alcañiz,21 años,2017,3
Total,44221 Torrecilla de Alcañiz,22 años,2017,6
Total,44221 Torrecilla de Alcañiz,23 años,2017,2
Total,44221 Torrecilla de Alcañiz,24 años,2017,1
Total,44221 Torrecilla de Alcañiz,25 años,2017,5
Total,44221 Torrecilla de Alcañiz,26 años,2017,4
Total,44221 Torrecilla de Alcañiz,27 años,2017,5
Total,44221 Torrecilla de Alcañiz,28 años,2017,4
Total,44221 Torrecilla de Alcañiz,29 años,2017,2
Total,44221 Torrecilla de Alcañiz,30 años,2017,7
Total,44221 Torrecilla de Alcañiz,31 años,2017,4
Total,44221 Torrecilla de Alcañiz,32 años,2017,1
Total,44221 Torrecilla de Alcañiz,33 años,2017,1
Total,44221 Torrecilla de Alcañiz,34 años,2017,1
Total,44221 Torrecilla de Alcañiz,35 años,2017,6
Total,44221 Torrecilla de Alcañiz,36 años,2017,4
Total,44221 Torrecilla de Alcañiz,37 años,2017,3
Total,44221 Torrecilla de Alcañiz,38 años,2017,4
Total,44221 Torrecilla de Alcañiz,39 años,2017,6
Total,44221 Torrecilla de Alcañiz,40 años,2017,4
Total,44222 Torrecilla del Rebollar,19 años,2017,0
Total,44222 Torrecilla del Rebollar,20 años,2017,1
Total,44222 Torrecilla del Rebollar,21 años,2017,0
Total,44222 Torrecilla del Rebollar,22 años,2017,2
Total,44222 Torrecilla del Rebollar,23 años,2017,0
Total,44222 Torrecilla del Rebollar,24 años,2017,2
Total,44222 Torrecilla del Rebollar,25 años,2017,1
Total,44222 Torrecilla del Rebollar,26 años,2017,0
Total,44222 Torrecilla del Rebollar,27 años,2017,0
Total,44222 Torrecilla del Rebollar,28 años,2017,1
Total,44222 Torrecilla del Rebollar,29 años,2017,0
Total,44222 Torrecilla del Rebollar,30 años,2017,0
Total,44222 Torrecilla del Rebollar,31 años,2017,1
Total,44222 Torrecilla del Rebollar,32 años,2017,2
Total,44222 Torrecilla del Rebollar,33 años,2017,2
Total,44222 Torrecilla del Rebollar,34 años,2017,0
Total,44222 Torrecilla del Rebollar,35 años,2017,1
Total,44222 Torrecilla del Rebollar,36 años,2017,0
Total,44222 Torrecilla del Rebollar,37 años,2017,1
Total,44222 Torrecilla del Rebollar,38 años,2017,1
Total,44222 Torrecilla del Rebollar,39 años,2017,2
Total,44222 Torrecilla del Rebollar,40 años,2017,2
Total,44226 Torrelacárcel,19 años,2017,1
Total,44226 Torrelacárcel,20 años,2017,0
Total,44226 Torrelacárcel,21 años,2017,0
Total,44226 Torrelacárcel,22 años,2017,1
Total,44226 Torrelacárcel,23 años,2017,2
Total,44226 Torrelacárcel,24 años,2017,1
Total,44226 Torrelacárcel,25 años,2017,1
Total,44226 Torrelacárcel,26 años,2017,0
Total,44226 Torrelacárcel,27 años,2017,1
Total,44226 Torrelacárcel,28 años,2017,1
Total,44226 Torrelacárcel,29 años,2017,1
Total,44226 Torrelacárcel,30 años,2017,0
Total,44226 Torrelacárcel,31 años,2017,1
Total,44226 Torrelacárcel,32 años,2017,3
Total,44226 Torrelacárcel,33 años,2017,0
Total,44226 Torrelacárcel,34 años,2017,2
Total,44226 Torrelacárcel,35 años,2017,2
Total,44226 Torrelacárcel,36 años,2017,5
Total,44226 Torrelacárcel,37 años,2017,0
Total,44226 Torrelacárcel,38 años,2017,4
Total,44226 Torrelacárcel,39 años,2017,0
Total,44226 Torrelacárcel,40 años,2017,1
Total,44228 Torremocha de Jiloca,19 años,2017,0
Total,44228 Torremocha de Jiloca,20 años,2017,0
Total,44228 Torremocha de Jiloca,21 años,2017,1
Total,44228 Torremocha de Jiloca,22 años,2017,2
Total,44228 Torremocha de Jiloca,23 años,2017,1
Total,44228 Torremocha de Jiloca,24 años,2017,2
Total,44228 Torremocha de Jiloca,25 años,2017,5
Total,44228 Torremocha de Jiloca,26 años,2017,0
Total,44228 Torremocha de Jiloca,27 años,2017,1
Total,44228 Torremocha de Jiloca,28 años,2017,1
Total,44228 Torremocha de Jiloca,29 años,2017,0
Total,44228 Torremocha de Jiloca,30 años,2017,1
Total,44228 Torremocha de Jiloca,31 años,2017,0
Total,44228 Torremocha de Jiloca,32 años,2017,0
Total,44228 Torremocha de Jiloca,33 años,2017,2
Total,44228 Torremocha de Jiloca,34 años,2017,2
Total,44228 Torremocha de Jiloca,35 años,2017,0
Total,44228 Torremocha de Jiloca,36 años,2017,2
Total,44228 Torremocha de Jiloca,37 años,2017,2
Total,44228 Torremocha de Jiloca,38 años,2017,1
Total,44228 Torremocha de Jiloca,39 años,2017,0
Total,44228 Torremocha de Jiloca,40 años,2017,1
Total,44229 Torres de Albarracín,19 años,2017,2
Total,44229 Torres de Albarracín,20 años,2017,3
Total,44229 Torres de Albarracín,21 años,2017,1
Total,44229 Torres de Albarracín,22 años,2017,0
Total,44229 Torres de Albarracín,23 años,2017,2
Total,44229 Torres de Albarracín,24 años,2017,3
Total,44229 Torres de Albarracín,25 años,2017,1
Total,44229 Torres de Albarracín,26 años,2017,3
Total,44229 Torres de Albarracín,27 años,2017,3
Total,44229 Torres de Albarracín,28 años,2017,2
Total,44229 Torres de Albarracín,29 años,2017,7
Total,44229 Torres de Albarracín,30 años,2017,3
Total,44229 Torres de Albarracín,31 años,2017,2
Total,44229 Torres de Albarracín,32 años,2017,0
Total,44229 Torres de Albarracín,33 años,2017,4
Total,44229 Torres de Albarracín,34 años,2017,0
Total,44229 Torres de Albarracín,35 años,2017,0
Total,44229 Torres de Albarracín,36 años,2017,2
Total,44229 Torres de Albarracín,37 años,2017,1
Total,44229 Torres de Albarracín,38 años,2017,3
Total,44229 Torres de Albarracín,39 años,2017,2
Total,44229 Torres de Albarracín,40 años,2017,1
Total,44230 Torrevelilla,19 años,2017,2
Total,44230 Torrevelilla,20 años,2017,1
Total,44230 Torrevelilla,21 años,2017,2
Total,44230 Torrevelilla,22 años,2017,2
Total,44230 Torrevelilla,23 años,2017,0
Total,44230 Torrevelilla,24 años,2017,4
Total,44230 Torrevelilla,25 años,2017,2
Total,44230 Torrevelilla,26 años,2017,1
Total,44230 Torrevelilla,27 años,2017,1
Total,44230 Torrevelilla,28 años,2017,1
Total,44230 Torrevelilla,29 años,2017,4
Total,44230 Torrevelilla,30 años,2017,2
Total,44230 Torrevelilla,31 años,2017,1
Total,44230 Torrevelilla,32 años,2017,1
Total,44230 Torrevelilla,33 años,2017,3
Total,44230 Torrevelilla,34 años,2017,1
Total,44230 Torrevelilla,35 años,2017,2
Total,44230 Torrevelilla,36 años,2017,1
Total,44230 Torrevelilla,37 años,2017,1
Total,44230 Torrevelilla,38 años,2017,4
Total,44230 Torrevelilla,39 años,2017,0
Total,44230 Torrevelilla,40 años,2017,1
Total,44231 Torrijas,19 años,2017,0
Total,44231 Torrijas,20 años,2017,0
Total,44231 Torrijas,21 años,2017,0
Total,44231 Torrijas,22 años,2017,1
Total,44231 Torrijas,23 años,2017,1
Total,44231 Torrijas,24 años,2017,0
Total,44231 Torrijas,25 años,2017,0
Total,44231 Torrijas,26 años,2017,0
Total,44231 Torrijas,27 años,2017,0
Total,44231 Torrijas,28 años,2017,1
Total,44231 Torrijas,29 años,2017,0
Total,44231 Torrijas,30 años,2017,0
Total,44231 Torrijas,31 años,2017,0
Total,44231 Torrijas,32 años,2017,0
Total,44231 Torrijas,33 años,2017,1
Total,44231 Torrijas,34 años,2017,0
Total,44231 Torrijas,35 años,2017,2
Total,44231 Torrijas,36 años,2017,1
Total,44231 Torrijas,37 años,2017,1
Total,44231 Torrijas,38 años,2017,0
Total,44231 Torrijas,39 años,2017,2
Total,44231 Torrijas,40 años,2017,1
Total,44232 Torrijo del Campo,19 años,2017,2
Total,44232 Torrijo del Campo,20 años,2017,4
Total,44232 Torrijo del Campo,21 años,2017,1
Total,44232 Torrijo del Campo,22 años,2017,2
Total,44232 Torrijo del Campo,23 años,2017,4
Total,44232 Torrijo del Campo,24 años,2017,2
Total,44232 Torrijo del Campo,25 años,2017,8
Total,44232 Torrijo del Campo,26 años,2017,4
Total,44232 Torrijo del Campo,27 años,2017,4
Total,44232 Torrijo del Campo,28 años,2017,7
Total,44232 Torrijo del Campo,29 años,2017,5
Total,44232 Torrijo del Campo,30 años,2017,6
Total,44232 Torrijo del Campo,31 años,2017,5
Total,44232 Torrijo del Campo,32 años,2017,3
Total,44232 Torrijo del Campo,33 años,2017,7
Total,44232 Torrijo del Campo,34 años,2017,4
Total,44232 Torrijo del Campo,35 años,2017,3
Total,44232 Torrijo del Campo,36 años,2017,8
Total,44232 Torrijo del Campo,37 años,2017,8
Total,44232 Torrijo del Campo,38 años,2017,5
Total,44232 Torrijo del Campo,39 años,2017,5
Total,44232 Torrijo del Campo,40 años,2017,4
Total,44234 Tramacastiel,19 años,2017,0
Total,44234 Tramacastiel,20 años,2017,0
Total,44234 Tramacastiel,21 años,2017,0
Total,44234 Tramacastiel,22 años,2017,0
Total,44234 Tramacastiel,23 años,2017,1
Total,44234 Tramacastiel,24 años,2017,0
Total,44234 Tramacastiel,25 años,2017,3
Total,44234 Tramacastiel,26 años,2017,0
Total,44234 Tramacastiel,27 años,2017,0
Total,44234 Tramacastiel,28 años,2017,0
Total,44234 Tramacastiel,29 años,2017,1
Total,44234 Tramacastiel,30 años,2017,2
Total,44234 Tramacastiel,31 años,2017,1
Total,44234 Tramacastiel,32 años,2017,0
Total,44234 Tramacastiel,33 años,2017,2
Total,44234 Tramacastiel,34 años,2017,0
Total,44234 Tramacastiel,35 años,2017,2
Total,44234 Tramacastiel,36 años,2017,0
Total,44234 Tramacastiel,37 años,2017,1
Total,44234 Tramacastiel,38 años,2017,1
Total,44234 Tramacastiel,39 años,2017,2
Total,44234 Tramacastiel,40 años,2017,0
Total,44235 Tramacastilla,19 años,2017,1
Total,44235 Tramacastilla,20 años,2017,0
Total,44235 Tramacastilla,21 años,2017,1
Total,44235 Tramacastilla,22 años,2017,0
Total,44235 Tramacastilla,23 años,2017,2
Total,44235 Tramacastilla,24 años,2017,0
Total,44235 Tramacastilla,25 años,2017,0
Total,44235 Tramacastilla,26 años,2017,1
Total,44235 Tramacastilla,27 años,2017,0
Total,44235 Tramacastilla,28 años,2017,0
Total,44235 Tramacastilla,29 años,2017,2
Total,44235 Tramacastilla,30 años,2017,1
Total,44235 Tramacastilla,31 años,2017,1
Total,44235 Tramacastilla,32 años,2017,0
Total,44235 Tramacastilla,33 años,2017,1
Total,44235 Tramacastilla,34 años,2017,0
Total,44235 Tramacastilla,35 años,2017,0
Total,44235 Tramacastilla,36 años,2017,0
Total,44235 Tramacastilla,37 años,2017,2
Total,44235 Tramacastilla,38 años,2017,3
Total,44235 Tramacastilla,39 años,2017,2
Total,44235 Tramacastilla,40 años,2017,0
Total,44236 Tronchón,19 años,2017,1
Total,44236 Tronchón,20 años,2017,0
Total,44236 Tronchón,21 años,2017,0
Total,44236 Tronchón,22 años,2017,0
Total,44236 Tronchón,23 años,2017,0
Total,44236 Tronchón,24 años,2017,0
Total,44236 Tronchón,25 años,2017,0
Total,44236 Tronchón,26 años,2017,2
Total,44236 Tronchón,27 años,2017,0
Total,44236 Tronchón,28 años,2017,1
Total,44236 Tronchón,29 años,2017,0
Total,44236 Tronchón,30 años,2017,0
Total,44236 Tronchón,31 años,2017,0
Total,44236 Tronchón,32 años,2017,2
Total,44236 Tronchón,33 años,2017,0
Total,44236 Tronchón,34 años,2017,1
Total,44236 Tronchón,35 años,2017,0
Total,44236 Tronchón,36 años,2017,0
Total,44236 Tronchón,37 años,2017,1
Total,44236 Tronchón,38 años,2017,0
Total,44236 Tronchón,39 años,2017,1
Total,44236 Tronchón,40 años,2017,0
Total,44237 Urrea de Gaén,19 años,2017,2
Total,44237 Urrea de Gaén,20 años,2017,3
Total,44237 Urrea de Gaén,21 años,2017,4
Total,44237 Urrea de Gaén,22 años,2017,0
Total,44237 Urrea de Gaén,23 años,2017,5
Total,44237 Urrea de Gaén,24 años,2017,2
Total,44237 Urrea de Gaén,25 años,2017,6
Total,44237 Urrea de Gaén,26 años,2017,4
Total,44237 Urrea de Gaén,27 años,2017,2
Total,44237 Urrea de Gaén,28 años,2017,4
Total,44237 Urrea de Gaén,29 años,2017,4
Total,44237 Urrea de Gaén,30 años,2017,5
Total,44237 Urrea de Gaén,31 años,2017,5
Total,44237 Urrea de Gaén,32 años,2017,7
Total,44237 Urrea de Gaén,33 años,2017,1
Total,44237 Urrea de Gaén,34 años,2017,4
Total,44237 Urrea de Gaén,35 años,2017,7
Total,44237 Urrea de Gaén,36 años,2017,7
Total,44237 Urrea de Gaén,37 años,2017,5
Total,44237 Urrea de Gaén,38 años,2017,8
Total,44237 Urrea de Gaén,39 años,2017,8
Total,44237 Urrea de Gaén,40 años,2017,2
Total,44238 Utrillas,19 años,2017,21
Total,44238 Utrillas,20 años,2017,26
Total,44238 Utrillas,21 años,2017,27
Total,44238 Utrillas,22 años,2017,29
Total,44238 Utrillas,23 años,2017,38
Total,44238 Utrillas,24 años,2017,33
Total,44238 Utrillas,25 años,2017,33
Total,44238 Utrillas,26 años,2017,39
Total,44238 Utrillas,27 años,2017,35
Total,44238 Utrillas,28 años,2017,37
Total,44238 Utrillas,29 años,2017,55
Total,44238 Utrillas,30 años,2017,41
Total,44238 Utrillas,31 años,2017,46
Total,44238 Utrillas,32 años,2017,29
Total,44238 Utrillas,33 años,2017,49
Total,44238 Utrillas,34 años,2017,52
Total,44238 Utrillas,35 años,2017,39
Total,44238 Utrillas,36 años,2017,36
Total,44238 Utrillas,37 años,2017,46
Total,44238 Utrillas,38 años,2017,39
Total,44238 Utrillas,39 años,2017,52
Total,44238 Utrillas,40 años,2017,46
Total,44239 Valacloche,19 años,2017,0
Total,44239 Valacloche,20 años,2017,0
Total,44239 Valacloche,21 años,2017,2
Total,44239 Valacloche,22 años,2017,0
Total,44239 Valacloche,23 años,2017,1
Total,44239 Valacloche,24 años,2017,0
Total,44239 Valacloche,25 años,2017,0
Total,44239 Valacloche,26 años,2017,0
Total,44239 Valacloche,27 años,2017,0
Total,44239 Valacloche,28 años,2017,0
Total,44239 Valacloche,29 años,2017,0
